time (us),x(mdps),y(mdps),z(mdps)
1765493959235753,428.75,-682.5,-463.75,
1765493959237576,647.5,-1216.25,-393.75,
1765493959240916,201.25,-708.75,-227.5,
1765493959245625,227.5,-875,-367.5,
1765493959248404,43.75,-717.5,-542.5,
1765493959250928,411.25,-787.5,-385,
1765493959254282,446.25,-787.5,-253.75,
1765493959257674,533.75,-857.5,-586.25,
1765493959260925,332.5,-945,-297.5,
1765493959264307,201.25,-673.75,-61.25,
1765493959267739,463.75,-936.25,-350,
1765493959271315,638.75,-822.5,-227.5,
1765493959274658,533.75,-866.25,-140,
1765493959279377,533.75,-726.25,-131.25,
1765493959280927,113.75,-962.5,-498.75,
1765493959284394,332.5,-988.75,-603.75,
1765493959288469,323.75,-848.75,8.75,
1765493959293309,183.75,-717.5,-385,
1765493959295550,131.25,-848.75,-446.25,
1765493959298230,271.25,-936.25,-402.5,
1765493959301781,533.75,-1242.5,-490,
1765493959304925,323.75,-813.75,-210,
1765493959308313,131.25,-813.75,-332.5,
1765493959311547,428.75,-857.5,-306.25,
1765493959315181,551.25,-918.75,-437.5,
1765493959318425,341.25,-953.75,-253.75,
1765493959321810,341.25,-656.25,-280,
1765493959325009,201.25,-805,-96.25,
1765493959328239,43.75,-822.5,-210,
1765493959331549,612.5,-1058.75,-297.5,
1765493959335051,665,-918.75,-577.5,
1765493959340807,437.5,-1032.5,-175,
1765493959343760,332.5,-945,-26.25,
1765493959348154,323.75,-796.25,-638.75,
1765493959349800,306.25,-927.5,-673.75,
1765493959353502,96.25,-822.5,-577.5,
1765493959356819,472.5,-997.5,-927.5,
1765493959359672,358.75,-892.5,-420,
1765493959363050,323.75,-875,-656.25,
1765493959366593,621.25,-1015,-577.5,
1765493959373277,122.5,-918.75,-288.75,
1765493959376576,516.25,-1102.5,-332.5,
1765493959379031,411.25,-840,-428.75,
1765493959381928,341.25,-1155,-446.25,
1765493959386301,612.5,-805,-315,
1765493959388557,568.75,-840,-288.75,
1765493959391889,315,-857.5,-455,
1765493959397186,-8.75,-997.5,-385,
1765493959398808,271.25,-945,-332.5,
1765493959403140,140,-717.5,-437.5,
1765493959407434,577.5,-962.5,-288.75,
1765493959411097,332.5,-735,-358.75,
1765493959413315,218.75,-796.25,-122.5,
1765493959417683,437.5,-866.25,-568.75,
1765493959419620,586.25,-831.25,-402.5,
1765493959422931,271.25,-1067.5,-490,
1765493959426180,463.75,-1076.25,-481.25,
1765493959429620,350,-1076.25,-743.75,
1765493959432922,297.5,-630,-463.75,
1765493959436383,332.5,-866.25,-752.5,
1765493959439462,638.75,-892.5,-420,
1765493959442731,350,-1093.75,-428.75,
1765493959445932,481.25,-927.5,-691.25,
1765493959449584,463.75,-1128.75,-586.25,
1765493959452871,183.75,-1041.25,43.75,
1765493959456279,297.5,-866.25,-131.25,
1765493959459371,78.75,-1041.25,-140,
1765493959462864,96.25,-875,-288.75,
1765493959466385,560,-840,-26.25,
1765493959469551,586.25,-805,-288.75,
1765493959472698,332.5,-586.25,-463.75,
1765493959476002,358.75,-1076.25,-376.25,
1765493959479456,280,-761.25,131.25,
1765493959483182,306.25,-840,-236.25,
1765493959486041,280,-1111.25,-87.5,
1765493959489411,472.5,-866.25,-411.25,
1765493959492972,341.25,-1023.75,-350,
1765493959496679,78.75,-673.75,-595,
1765493959499210,472.5,-472.5,-437.5,
1765493959502768,140,-761.25,-253.75,
1765493959505937,481.25,-997.5,-420,
1765493959512410,385,-726.25,-638.75,
1765493959516288,682.5,-1085,-262.5,
1765493959518047,201.25,-831.25,-253.75,
1765493959521421,306.25,-1312.5,-262.5,
1765493959524669,70,-1198.75,-420,
1765493959528491,350,-971.25,-87.5,
1765493959531281,831.25,-743.75,-376.25,
1765493959534669,595,-997.5,-271.25,
1765493959537846,262.5,-953.75,-253.75,
1765493959542177,420,-743.75,-402.5,
1765493959544582,201.25,-988.75,-227.5,
1765493959547927,253.75,-612.5,-656.25,
1765493959551325,411.25,-595,-245,
1765493959554453,192.5,-586.25,-183.75,
1765493959557791,428.75,-1093.75,-183.75,
1765493959561283,638.75,-577.5,-315,
1765493959564573,201.25,-866.25,-507.5,
1765493959568232,323.75,-980,-262.5,
1765493959571348,490,-953.75,-43.75,
1765493959574471,700,-743.75,-393.75,
1765493959577925,236.25,-787.5,-455,
1765493959581171,463.75,-682.5,-376.25,
1765493959584533,472.5,-918.75,-612.5,
1765493959588628,201.25,-691.25,-726.25,
1765493959591094,385,-778.75,-490,
1765493959594385,358.75,-857.5,-533.75,
1765493959597667,297.5,-490,-463.75,
1765493959601342,236.25,-700,-262.5,
1765493959605487,393.75,-603.75,-437.5,
1765493959607865,315,-927.5,-341.25,
1765493959611042,218.75,-866.25,-271.25,
1765493959614377,52.5,-883.75,-463.75,
1765493959618207,402.5,-945,-280,
1765493959623294,78.75,-1067.5,-332.5,
1765493959627703,428.75,-866.25,-341.25,
1765493959630509,201.25,-927.5,-577.5,
1765493959634669,323.75,-813.75,-516.25,
1765493959636178,516.25,-918.75,-271.25,
1765493959639545,411.25,-787.5,-271.25,
1765493959645490,315,-1015,-673.75,
1765493959649256,612.5,-866.25,-516.25,
1765493959653368,446.25,-1023.75,-393.75,
1765493959656565,665,-586.25,-446.25,
1765493959659137,848.75,-1058.75,-411.25,
1765493959662316,253.75,-822.5,-498.75,
1765493959667423,122.5,-1006.25,-577.5,
1765493959669810,507.5,-901.25,-455,
1765493959673019,665,-927.5,-437.5,
1765493959676435,288.75,-980,-253.75,
1765493959679619,498.75,-612.5,-236.25,
1765493959682579,840,-927.5,-332.5,
1765493959685710,402.5,-997.5,-218.75,
1765493959689063,393.75,-1093.75,-376.25,
1765493959692460,595,-1058.75,-332.5,
1765493959696183,210,-953.75,-157.5,
1765493959699862,166.25,-1128.75,-43.75,
1765493959702553,463.75,-1190,-175,
1765493959705804,498.75,-665,-227.5,
1765493959709178,131.25,-857.5,-665,
1765493959714324,192.5,-673.75,-516.25,
1765493959716325,393.75,-796.25,-411.25,
1765493959719304,227.5,-551.25,-236.25,
1765493959722605,253.75,-752.5,-743.75,
1765493959726053,122.5,-726.25,-577.5,
1765493959729282,280,-857.5,-402.5,
1765493959732505,560,-708.75,-280,
1765493959735799,411.25,-997.5,-385,
1765493959739173,358.75,-857.5,-630,
1765493959750857,428.75,-1102.5,-577.5,
1765493959758197,306.25,-621.25,-175,
1765493959763310,201.25,-735,-385,
1765493959768767,621.25,-997.5,-446.25,
1765493959787099,700,-910,-122.5,
1765493959790843,323.75,-743.75,192.5,
1765493959794691,437.5,-910,-402.5,
1765493959797078,516.25,-805,35,
1765493959799914,498.75,-831.25,-525,
1765493959802875,525,-1137.5,-358.75,
1765493959807132,446.25,-656.25,-621.25,
1765493959809448,376.25,-1076.25,-472.5,
1765493959812926,367.5,-953.75,-516.25,
1765493959817284,315,-778.75,-472.5,
1765493959819776,253.75,-936.25,-437.5,
1765493959823045,490,-840,-446.25,
1765493959826444,498.75,-866.25,-280,
1765493959829866,376.25,-997.5,-498.75,
1765493959833221,437.5,-988.75,-516.25,
1765493959837000,183.75,-988.75,-621.25,
1765493959840563,113.75,-953.75,-472.5,
1765493959842864,271.25,-1093.75,-455,
1765493959846313,630,-901.25,-525,
1765493959849554,446.25,-831.25,-253.75,
1765493959854167,665,-778.75,-376.25,
1765493959856148,568.75,-1155,-166.25,
1765493959859607,358.75,-918.75,0,
1765493959862929,218.75,-875,-280,
1765493959866435,262.5,-962.5,-78.75,
1765493959869486,472.5,-918.75,8.75,
1765493959872641,901.25,-577.5,-122.5,
1765493959876211,166.25,-901.25,78.75,
1765493959879703,315,-682.5,-367.5,
1765493959883956,542.5,-1058.75,-490,
1765493959886078,236.25,-840,-612.5,
1765493959889550,306.25,-971.25,-516.25,
1765493959893001,560,-822.5,-761.25,
1765493959896312,245,-840,-603.75,
1765493959899943,770,-805,-630,
1765493959902844,533.75,-1015,-490,
1765493959906216,166.25,-1120,-288.75,
1765493959909590,210,-892.5,-332.5,
1765493959913037,437.5,-883.75,-516.25,
1765493959916486,131.25,-1006.25,-437.5,
1765493959919577,113.75,-1093.75,-393.75,
1765493959922832,367.5,-735,-253.75,
1765493959925927,105,-726.25,26.25,
1765493959930396,315,-927.5,-297.5,
1765493959934622,253.75,-910,-358.75,
1765493959936125,236.25,-787.5,-87.5,
1765493959939581,306.25,-840,-472.5,
1765493959942794,-26.25,-857.5,87.5,
1765493959946256,1041.25,-682.5,78.75,
1765493959949426,481.25,-1032.5,-78.75,
1765493959952870,446.25,-673.75,-595,
1765493959956251,227.5,-936.25,-472.5,
1765493959959910,420,-787.5,-507.5,
1765493959963193,752.5,-1111.25,-498.75,
1765493959966302,463.75,-883.75,-490,
1765493959969620,157.5,-866.25,-280,
1765493959972641,463.75,-1163.75,-568.75,
1765493959976828,560,-857.5,-192.5,
1765493959980717,78.75,-831.25,-192.5,
1765493959984272,568.75,-980,-192.5,
1765493959986006,367.5,-770,-140,
1765493959990408,507.5,-700,-26.25,
1765493959993915,78.75,-796.25,-271.25,
1765493959996404,560,-936.25,-131.25,
1765493959999526,131.25,-533.75,-253.75,
1765493960002880,560,-1233.75,-43.75,
1765493960006770,481.25,-1085,-306.25,
1765493960009933,402.5,-1155,-140,
1765493960012867,157.5,-1006.25,-595,
1765493960016227,166.25,-953.75,-551.25,
1765493960019791,481.25,-1032.5,-542.5,
1765493960024174,516.25,-778.75,-551.25,
1765493960026317,297.5,-665,-682.5,
1765493960029672,595,-717.5,-507.5,
1765493960033402,376.25,-717.5,-551.25,
1765493960036267,761.25,-848.75,-245,
1765493960040876,840,-805,-411.25,
1765493960043049,446.25,-1032.5,-437.5,
1765493960046424,306.25,-1225,-140,
1765493960049865,472.5,-787.5,105,
1765493960054314,332.5,-726.25,-183.75,
1765493960058358,525,-1347.5,-393.75,
1765493960061241,516.25,-735,-166.25,
1765493960064491,498.75,-971.25,-35,
1765493960067713,350,-918.75,-437.5,
1765493960070879,533.75,-866.25,-245,
1765493960073959,577.5,-796.25,-525,
1765493960077752,210,-822.5,-533.75,
1765493960080645,367.5,-1006.25,-498.75,
1765493960084725,306.25,-927.5,-323.75,
1765493960094506,542.5,-945,-630,
1765493960098871,630,-857.5,-595,
1765493960101934,472.5,-673.75,-315,
1765493960104476,472.5,-866.25,-315,
1765493960109450,525,-682.5,-210,
1765493960112821,813.75,-910,-183.75,
1765493960116740,78.75,-1137.5,-446.25,
1765493960120086,175,-918.75,-315,
1765493960125484,385,-988.75,-166.25,
1765493960127314,393.75,-726.25,-630,
1765493960130588,630,-682.5,-341.25,
1765493960134436,411.25,-1225,-376.25,
1765493960137315,420,-752.5,-411.25,
1765493960140701,568.75,-735,-280,
1765493960143590,315,-910,-315,
1765493960147055,105,-980,-568.75,
1765493960150472,971.25,-1128.75,-367.5,
1765493960153805,428.75,-665,-297.5,
1765493960157211,323.75,-1006.25,-288.75,
1765493960160438,323.75,-1128.75,-78.75,
1765493960163643,656.25,-1242.5,-175,
1765493960167316,393.75,-507.5,-210,
1765493960170530,420,-1085,-61.25,
1765493960173806,358.75,-770,-201.25,
1765493960177433,507.5,-1023.75,43.75,
1765493960180570,393.75,-1163.75,-367.5,
1765493960183822,516.25,-918.75,-315,
1765493960186982,341.25,-778.75,-481.25,
1765493960190465,411.25,-752.5,-577.5,
1765493960194762,96.25,-848.75,-743.75,
1765493960196799,113.75,-568.75,-831.25,
1765493960200624,341.25,-1006.25,-253.75,
1765493960203363,236.25,-1102.5,-516.25,
1765493960206694,350,-997.5,-420,
1765493960211458,175,-1023.75,-236.25,
1765493960213275,-35,-857.5,-367.5,
1765493960218257,43.75,-866.25,-568.75,
1765493960220401,332.5,-1093.75,-323.75,
1765493960224216,288.75,-840,-122.5,
1765493960227324,341.25,-988.75,-402.5,
1765493960230281,341.25,-866.25,-87.5,
1765493960233826,306.25,-1058.75,-210,
1765493960236750,26.25,-883.75,-183.75,
1765493960242692,271.25,-840,78.75,
1765493960244549,560,-1050,-367.5,
1765493960247487,87.5,-1041.25,35,
1765493960250991,236.25,-857.5,-218.75,
1765493960254326,262.5,-735,52.5,
1765493960258399,385,-918.75,-551.25,
1765493960261060,236.25,-962.5,-148.75,
1765493960264315,446.25,-997.5,-621.25,
1765493960268787,210,-936.25,-463.75,
1765493960271538,341.25,-962.5,-323.75,
1765493960274424,166.25,-1032.5,-420,
1765493960277558,306.25,-1015,-708.75,
1765493960280928,402.5,-673.75,-630,
1765493960285007,105,-315,-315,
1765493960287561,507.5,-735,-726.25,
1765493960290969,140,-840,-245,
1765493960294170,323.75,-901.25,-210,
1765493960297640,455,-848.75,-393.75,
1765493960301876,866.25,-770,-218.75,
1765493960304163,525,-813.75,-385,
1765493960307636,113.75,-778.75,-332.5,
1765493960311017,638.75,-945,-376.25,
1765493960314348,315,-813.75,-350,
1765493960318093,87.5,-796.25,-551.25,
1765493960321092,201.25,-752.5,-446.25,
1765493960324138,577.5,-761.25,-183.75,
1765493960327463,271.25,-848.75,8.75,
1765493960330800,315,-831.25,-350,
1765493960336064,323.75,-805,-455,
1765493960337911,350,-1146.25,-595,
1765493960341230,393.75,-603.75,-175,
1765493960345693,560,-1198.75,-568.75,
1765493960348695,420,-1216.25,-315,
1765493960354278,183.75,-805,-507.5,
1765493960357313,17.5,-988.75,-358.75,
1765493960359314,533.75,-735,-236.25,
1765493960362556,402.5,-953.75,-262.5,
1765493960367900,26.25,-953.75,-472.5,
1765493960370818,420,-953.75,-271.25,
1765493960373894,481.25,-980,-288.75,
1765493960377108,350,-918.75,-376.25,
1765493960382290,358.75,-848.75,-280,
1765493960384961,507.5,-1172.5,-227.5,
1765493960387476,122.5,-848.75,-507.5,
1765493960390872,490,-700,-245,
1765493960394124,393.75,-945,-542.5,
1765493960397450,761.25,-918.75,-280,
1765493960400672,490,-901.25,-551.25,
1765493960403792,367.5,-883.75,-315,
1765493960407306,446.25,-822.5,-323.75,
1765493960410405,385,-778.75,-393.75,
1765493960413907,516.25,-875,-568.75,
1765493960417306,306.25,-647.5,-481.25,
1765493960420398,183.75,-840,-323.75,
1765493960423794,201.25,-892.5,-201.25,
1765493960427170,463.75,-971.25,-245,
1765493960430514,621.25,-1093.75,-262.5,
1765493960433923,437.5,-892.5,-323.75,
1765493960437143,490,-997.5,-411.25,
1765493960440419,455,-918.75,-210,
1765493960443869,227.5,-1093.75,-367.5,
1765493960447275,630,-1093.75,-358.75,
1765493960450650,341.25,-700,-183.75,
1765493960453992,52.5,-883.75,-236.25,
1765493960457287,393.75,-866.25,-26.25,
1765493960460315,481.25,-717.5,-227.5,
1765493960463571,218.75,-918.75,-341.25,
1765493960467936,271.25,-630,-446.25,
1765493960471512,175,-743.75,-131.25,
1765493960473843,210,-962.5,52.5,
1765493960477073,595,-962.5,-113.75,
1765493960480593,402.5,-1163.75,-262.5,
1765493960484680,708.75,-918.75,-87.5,
1765493960487518,927.5,-796.25,-201.25,
1765493960493077,280,-1111.25,-253.75,
1765493960495971,796.25,-988.75,-245,
1765493960498055,402.5,-1128.75,-43.75,
1765493960502305,883.75,-953.75,-201.25,
1765493960504583,140,-708.75,-507.5,
1765493960507953,210,-603.75,-507.5,
1765493960511147,148.75,-586.25,-428.75,
1765493960514512,612.5,-778.75,-70,
1765493960518713,350,-673.75,-612.5,
1765493960522355,323.75,-875,-507.5,
1765493960524498,437.5,-1146.25,-481.25,
1765493960527856,560,-700,-393.75,
1765493960531172,297.5,-1006.25,-516.25,
1765493960535581,420,-1172.5,-341.25,
1765493960537853,437.5,-761.25,-472.5,
1765493960541169,498.75,-936.25,-280,
1765493960544622,393.75,-787.5,-490,
1765493960547697,770,-630,-175,
1765493960551736,586.25,-1023.75,-542.5,
1765493960554371,297.5,-988.75,-376.25,
1765493960557774,402.5,-857.5,-262.5,
1765493960561165,735,-918.75,-253.75,
1765493960564540,490,-726.25,-752.5,
1765493960567956,26.25,-857.5,-332.5,
1765493960571369,376.25,-883.75,-542.5,
1765493960574583,560,-761.25,-498.75,
1765493960577977,385,-1093.75,-577.5,
1765493960581314,332.5,-805,-507.5,
1765493960585020,656.25,-743.75,-525,
1765493960589324,341.25,-770,-726.25,
1765493960591405,498.75,-770,-420,
1765493960594461,516.25,-927.5,-367.5,
1765493960599348,717.5,-953.75,-341.25,
1765493960601936,577.5,-1190,-227.5,
1765493960604581,533.75,-612.5,-148.75,
1765493960608254,367.5,-831.25,-8.75,
1765493960611463,691.25,-980,-227.5,
1765493960615608,192.5,-1006.25,-315,
1765493960618010,612.5,-717.5,-227.5,
1765493960621375,210,-901.25,17.5,
1765493960624454,630,-1198.75,-481.25,
1765493960627800,533.75,-805,-612.5,
1765493960634226,96.25,-875,-813.75,
1765493960636917,236.25,-1032.5,-542.5,
1765493960639854,148.75,-840,-612.5,
1765493960642553,157.5,-840,-402.5,
1765493960646663,612.5,-1181.25,-175,
1765493960649181,778.75,-840,-481.25,
1765493960653322,288.75,-997.5,-516.25,
1765493960656068,481.25,-971.25,-551.25,
1765493960659181,638.75,-1023.75,-516.25,
1765493960662557,385,-1067.5,26.25,
1765493960665895,227.5,-883.75,-157.5,
1765493960669251,306.25,-918.75,-227.5,
1765493960672484,420,-971.25,-157.5,
1765493960675800,245,-822.5,-201.25,
1765493960682057,446.25,-962.5,-87.5,
1765493960684620,428.75,-595,-210,
1765493960688572,586.25,-1093.75,-87.5,
1765493960691176,210,-630,-533.75,
1765493960696452,315,-603.75,-332.5,
1765493960698055,490,-743.75,-402.5,
1765493960702155,481.25,-813.75,-428.75,
1765493960704732,700,-1163.75,-78.75,
1765493960708738,210,-1172.5,-350,
1765493960711308,210,-1041.25,-166.25,
1765493960714635,288.75,-866.25,52.5,
1765493960719170,306.25,-1041.25,-420,
1765493960721358,490,-560,-78.75,
1765493960725425,-78.75,-980,-376.25,
1765493960728020,411.25,-918.75,-437.5,
1765493960731464,446.25,-1058.75,-245,
1765493960735431,411.25,-761.25,-271.25,
1765493960738131,813.75,-1190,-376.25,
1765493960742750,472.5,-962.5,-472.5,
1765493960744804,17.5,-621.25,-245,
1765493960748054,358.75,-1260,-323.75,
1765493960751524,175,-805,-551.25,
1765493960755821,87.5,-1023.75,-437.5,
1765493960758130,297.5,-665,70,
1765493960761412,498.75,-1023.75,-428.75,
1765493960764747,253.75,-840,-227.5,
1765493960768689,87.5,-988.75,-437.5,
1765493960773491,218.75,-1312.5,-262.5,
1765493960776630,735,-665,61.25,
1765493960778901,463.75,-910,-481.25,
1765493960782105,717.5,-560,8.75,
1765493960785924,393.75,-778.75,-350,
1765493960788850,586.25,-1006.25,-192.5,
1765493960792055,595,-673.75,-96.25,
1765493960795462,113.75,-822.5,-245,
1765493960798931,358.75,-953.75,-350,
1765493960802631,560,-936.25,-323.75,
1765493960805316,166.25,-796.25,-297.5,
1765493960808974,341.25,-656.25,-542.5,
1765493960812697,603.75,-840,-560,
1765493960815398,262.5,-883.75,-350,
1765493960819672,358.75,-1181.25,-525,
1765493960821983,428.75,-892.5,-455,
1765493960825944,437.5,-1058.75,-332.5,
1765493960828871,385,-971.25,-288.75,
1765493960832149,455,-778.75,-306.25,
1765493960836236,96.25,-796.25,-420,
1765493960838587,332.5,-883.75,-376.25,
1765493960842001,393.75,-875,-385,
1765493960845683,420,-577.5,-472.5,
1765493960849137,-78.75,-1137.5,-306.25,
1765493960867212,498.75,-997.5,-253.75,
1765493960880627,411.25,-883.75,-525,
1765493960895743,218.75,-980,-393.75,
1765493960911894,595,-700,-358.75,
1765493960914200,568.75,-988.75,-113.75,
1765493960917583,253.75,-901.25,-245,
1765493960921643,507.5,-1120,-323.75,
1765493960923496,192.5,-761.25,-280,
1765493960926790,306.25,-787.5,-673.75,
1765493960930222,560,-971.25,-446.25,
1765493960933596,96.25,-682.5,-708.75,
1765493960937279,210,-805,-621.25,
1765493960940119,350,-997.5,-551.25,
1765493960944209,586.25,-945,-201.25,
1765493960947677,297.5,-901.25,-262.5,
1765493960950875,288.75,-962.5,-411.25,
1765493960953740,516.25,-656.25,-463.75,
1765493960958060,490,-551.25,-201.25,
1765493960960062,358.75,-936.25,-437.5,
1765493960963465,498.75,-673.75,-358.75,
1765493960967437,43.75,-770,-367.5,
1765493960970839,358.75,-1006.25,-201.25,
1765493960973878,280,-1111.25,-236.25,
1765493960976851,507.5,-761.25,-78.75,
1765493960980181,647.5,-621.25,-315,
1765493960983559,192.5,-936.25,-280,
1765493960987012,490,-822.5,-507.5,
1765493960990664,507.5,-831.25,-472.5,
1765493960993318,157.5,-761.25,-525,
1765493960996870,673.75,-638.75,-533.75,
1765493961000198,245,-770,-603.75,
1765493961003459,516.25,-700,-577.5,
1765493961007936,577.5,-831.25,-551.25,
1765493961010098,358.75,-988.75,-306.25,
1765493961013575,542.5,-866.25,-350,
1765493961016947,708.75,-1172.5,-175,
1765493961020966,411.25,-1085,-157.5,
1765493961025001,341.25,-866.25,-297.5,
1765493961026743,157.5,-778.75,-96.25,
1765493961030054,385,-866.25,-105,
1765493961033482,498.75,-945,26.25,
1765493961036933,341.25,-927.5,-183.75,
1765493961040125,822.5,-997.5,-148.75,
1765493961043459,245,-796.25,-210,
1765493961047427,376.25,-630,-437.5,
1765493961050934,560,-1006.25,-122.5,
1765493961057320,271.25,-910,-490,
1765493961060382,-175,-962.5,-367.5,
1765493961062559,402.5,-997.5,-481.25,
1765493961065767,402.5,-1023.75,-472.5,
1765493961070796,148.75,-1058.75,-498.75,
1765493961072315,376.25,-717.5,-498.75,
1765493961076282,595,-1006.25,-323.75,
1765493961079183,490,-761.25,-236.25,
1765493961082323,166.25,-997.5,-350,
1765493961087075,402.5,-1041.25,-43.75,
1765493961089275,875,-892.5,-350,
1765493961092297,691.25,-1006.25,-271.25,
1765493961095805,358.75,-743.75,-253.75,
1765493961099093,175,-752.5,-105,
1765493961102456,218.75,-743.75,-52.5,
1765493961105799,393.75,-848.75,-525,
1765493961109182,568.75,-936.25,-271.25,
1765493961112516,113.75,-988.75,-411.25,
1765493961116778,218.75,-743.75,-577.5,
1765493961119095,-70,-1015,-481.25,
1765493961122329,323.75,-1041.25,-603.75,
1765493961125879,332.5,-866.25,-402.5,
1765493961129049,201.25,-1382.5,-516.25,
1765493961132372,621.25,-1041.25,-420,
1765493961135670,122.5,-997.5,-341.25,
1765493961138806,131.25,-656.25,-350,
1765493961142270,210,-848.75,-96.25,
1765493961145486,542.5,-822.5,-323.75,
1765493961149147,306.25,-857.5,-183.75,
1765493961152564,297.5,-1050,-61.25,
1765493961155429,647.5,-1023.75,-175,
1765493961159005,376.25,-761.25,17.5,
1765493961162520,227.5,-796.25,-323.75,
1765493961165541,577.5,-647.5,-516.25,
1765493961168932,280,-700,-288.75,
1765493961171979,332.5,-953.75,-411.25,
1765493961175835,367.5,-1233.75,-385,
1765493961179347,385,-892.5,-280,
1765493961182278,446.25,-630,-463.75,
1765493961185463,166.25,-647.5,-840,
1765493961189041,315,-1085,-761.25,
1765493961192365,358.75,-918.75,-358.75,
1765493961196773,61.25,-866.25,-105,
1765493961198875,175,-875,-446.25,
1765493961202654,218.75,-848.75,-96.25,
1765493961205520,70,-787.5,-61.25,
1765493961209220,463.75,-953.75,-323.75,
1765493961213120,323.75,-840,-113.75,
1765493961215684,481.25,-787.5,-297.5,
1765493961219487,306.25,-918.75,245,
1765493961222208,323.75,-918.75,-140,
1765493961226018,96.25,-927.5,61.25,
1765493961228879,-35,-743.75,-192.5,
1765493961232154,-96.25,-848.75,-367.5,
1765493961236418,420,-638.75,-315,
1765493961238875,525,-953.75,-306.25,
1765493961242249,455,-1006.25,-393.75,
1765493961245676,603.75,-682.5,-271.25,
1765493961249160,411.25,-962.5,-525,
1765493961253215,332.5,-805,-341.25,
1765493961256159,183.75,-953.75,-253.75,
1765493961259316,367.5,-875,-253.75,
1765493961262547,288.75,-980,-341.25,
1765493961266143,813.75,-840,-210,
1765493961269457,490,-787.5,-358.75,
1765493961273784,507.5,-621.25,-78.75,
1765493961276097,533.75,-778.75,-306.25,
1765493961279352,428.75,-1015,78.75,
1765493961283353,358.75,-945,131.25,
1765493961287035,647.5,-945,26.25,
1765493961289344,350,-1015,-35,
1765493961292756,323.75,-1041.25,-17.5,
1765493961296470,227.5,-910,43.75,
1765493961301107,437.5,-586.25,-201.25,
1765493961304132,332.5,-796.25,-271.25,
1765493961306017,26.25,-743.75,-253.75,
1765493961309728,595,-700,-227.5,
1765493961312963,43.75,-840,-612.5,
1765493961316324,35,-595,-446.25,
1765493961320760,253.75,-708.75,-682.5,
1765493961322623,-8.75,-1032.5,-455,
1765493961326149,323.75,-586.25,-148.75,
1765493961329447,201.25,-953.75,-26.25,
1765493961333039,350,-918.75,-52.5,
1765493961337889,341.25,-770,-306.25,
1765493961340683,446.25,-883.75,-78.75,
1765493961344162,323.75,-717.5,-236.25,
1765493961347489,192.5,-945,-201.25,
1765493961350826,-210,-1032.5,-297.5,
1765493961353378,577.5,-717.5,-393.75,
1765493961357455,586.25,-1023.75,-420,
1765493961359675,507.5,-638.75,-700,
1765493961363052,516.25,-822.5,-358.75,
1765493961368089,43.75,-1190,-446.25,
1765493961370915,428.75,-665,-612.5,
1765493961374169,262.5,-1146.25,-446.25,
1765493961377168,490,-1111.25,-376.25,
1765493961380139,796.25,-673.75,-472.5,
1765493961383051,341.25,-665,-306.25,
1765493961386598,288.75,-700,-183.75,
1765493961390405,253.75,-936.25,8.75,
1765493961393214,157.5,-831.25,8.75,
1765493961397244,507.5,-883.75,-183.75,
1765493961400352,761.25,-1233.75,-227.5,
1765493961403302,411.25,-1277.5,-253.75,
1765493961406553,402.5,-1006.25,8.75,
1765493961409596,411.25,-735,-131.25,
1765493961415724,490,-743.75,-297.5,
1765493961417886,376.25,-901.25,-315,
1765493961420545,770,-1111.25,-358.75,
1765493961423931,420,-647.5,-700,
1765493961427180,490,-1032.5,-350,
1765493961430600,262.5,-848.75,-691.25,
1765493961433937,647.5,-892.5,-516.25,
1765493961437309,148.75,-953.75,-533.75,
1765493961440529,586.25,-1181.25,-638.75,
1765493961444439,-52.5,-1006.25,-726.25,
1765493961447351,708.75,-997.5,-708.75,
1765493961450676,778.75,-691.25,-96.25,
1765493961454006,455,-988.75,-315,
1765493961457243,288.75,-1076.25,-253.75,
1765493961461120,122.5,-1085,-131.25,
1765493961463965,376.25,-1032.5,87.5,
1765493961467137,560,-647.5,-166.25,
1765493961470754,630,-1032.5,-87.5,
1765493961473912,253.75,-813.75,-227.5,
1765493961480089,218.75,-927.5,-201.25,
1765493961483034,280,-875,-437.5,
1765493961486273,280,-805,-700,
1765493961489556,420,-717.5,-770,
1765493961492945,455,-1050,-603.75,
1765493961495839,420,-673.75,-586.25,
1765493961499420,253.75,-962.5,-708.75,
1765493961502115,367.5,-717.5,-481.25,
1765493961506310,350,-901.25,-358.75,
1765493961509586,306.25,-796.25,-262.5,
1765493961512915,490,-1058.75,-315,
1765493961516440,498.75,-1015,-323.75,
1765493961519392,595,-813.75,-332.5,
1765493961523800,288.75,-665,-402.5,
1765493961526733,542.5,-700,-280,
1765493961529925,358.75,-787.5,-87.5,
1765493961533047,297.5,-822.5,-455,
1765493961535971,43.75,-1050,-166.25,
1765493961538913,288.75,-1155,-227.5,
1765493961542934,437.5,-892.5,-332.5,
1765493961546626,551.25,-752.5,-455,
1765493961548869,428.75,-1023.75,-402.5,
1765493961552630,323.75,-778.75,-385,
1765493961556517,428.75,-848.75,-280,
1765493961558651,8.75,-805,-61.25,
1765493961562059,236.25,-717.5,-367.5,
1765493961565487,315,-1058.75,-367.5,
1765493961569194,481.25,-1058.75,-525,
1765493961572935,288.75,-866.25,-341.25,
1765493961576041,288.75,-560,-140,
1765493961578936,262.5,-927.5,-166.25,
1765493961582185,43.75,-875,-70,
1765493961585591,280,-1041.25,157.5,
1765493961589564,595,-980,-201.25,
