time (us),x(mdps),y(mdps),z(mdps)
1762298376145300,743.75,-1207.5,-43.75,
1762298376148665,971.25,-1373.75,-323.75,
1762298376151912,1041.25,-1190,-140,
1762298376155457,1181.25,-1233.75,8.75,
1762298376159441,918.75,-1137.5,-332.5,
1762298376162034,761.25,-1050,-175,
1762298376165369,796.25,-953.75,105,
1762298376168754,866.25,-1155,-61.25,
1762298376172157,682.5,-883.75,-131.25,
1762298376175877,831.25,-866.25,87.5,
1762298376178911,840,-787.5,148.75,
1762298376183002,831.25,-700,201.25,
1762298376187119,700,-901.25,262.5,
1762298376191501,577.5,-813.75,402.5,
1762298376195497,577.5,-831.25,227.5,
1762298376199774,183.75,-787.5,376.25,
1762298376203664,61.25,-595,323.75,
1762298376207998,288.75,-428.75,420,
1762298376212380,0,-533.75,525,
1762298376216775,358.75,-691.25,463.75,
1762298376221274,26.25,-437.5,533.75,
1762298376227124,-17.5,-192.5,428.75,
1762298376231943,-140,-52.5,306.25,
1762298376236683,288.75,-17.5,647.5,
1762298376240793,105,-148.75,726.25,
1762298376245872,52.5,-131.25,560,
1762298376250117,148.75,-175,428.75,
1762298376254319,175,-26.25,656.25,
1762298376260242,-70,-236.25,892.5,
1762298376264497,52.5,-437.5,665,
1762298376268750,-218.75,-253.75,857.5,
1762298376272770,-113.75,-315,638.75,
1762298376276773,-218.75,-761.25,743.75,
1762298376280748,-446.25,-787.5,297.5,
1762298376285119,-43.75,-638.75,568.75,
1762298376289772,-70,-787.5,533.75,
1762298376294146,-105,-787.5,463.75,
1762298376298411,-96.25,-892.5,463.75,
1762298376303080,341.25,-717.5,533.75,
1762298376308821,463.75,-813.75,411.25,
1762298376313438,831.25,-682.5,560,
1762298376317494,918.75,-822.5,358.75,
1762298376321629,577.5,-595,253.75,
1762298376326773,717.5,-717.5,210,
1762298376330874,883.75,-910,17.5,
1762298376335011,805,-1260,157.5,
1762298376339498,542.5,-1242.5,-113.75,
1762298376344251,752.5,-1338.75,-70,
1762298376349025,603.75,-1155,-183.75,
1762298376353780,490,-1408.75,-61.25,
1762298376358249,708.75,-1356.25,-183.75,
1762298376363078,525,-1146.25,183.75,
1762298376366973,568.75,-936.25,-43.75,
1762298376371009,332.5,-1225,-70,
1762298376375121,507.5,-1015,122.5,
1762298376380052,245,-988.75,-61.25,
1762298376384064,236.25,-1417.5,-166.25,
1762298376387666,315,-1172.5,-157.5,
1762298376391547,358.75,-1207.5,236.25,
1762298376396121,568.75,-1330,-140,
1762298376400052,218.75,-813.75,-218.75,
1762298376404287,271.25,-700,201.25,
1762298376408044,927.5,-787.5,-376.25,
1762298376412577,673.75,-743.75,78.75,
1762298376416513,393.75,-358.75,280,
1762298376420553,638.75,-481.25,323.75,
1762298376424370,586.25,-813.75,420,
1762298376428826,262.5,-420,341.25,
1762298376433036,621.25,-332.5,481.25,
1762298376436666,446.25,-271.25,568.75,
1762298376440414,367.5,-376.25,656.25,
1762298376444806,280,-586.25,385,
1762298376448365,568.75,-805,498.75,
1762298376452064,385,-621.25,472.5,
1762298376455539,253.75,-516.25,717.5,
1762298376460163,463.75,-367.5,560,
1762298376463952,262.5,-796.25,490,
1762298376467561,253.75,-533.75,498.75,
1762298376471359,743.75,-288.75,638.75,
1762298376475189,647.5,-17.5,560,
1762298376480112,787.5,-96.25,612.5,
1762298376483912,1242.5,-306.25,560,
1762298376487314,936.25,-332.5,638.75,
1762298376490560,1338.75,-52.5,778.75,
1762298376495831,1216.25,-61.25,770,
1762298376498995,1321.25,-297.5,542.5,
1762298376502311,918.75,-358.75,463.75,
1762298376505474,971.25,-341.25,638.75,
1762298376511524,1032.5,-621.25,603.75,
1762298376518499,647.5,-402.5,227.5,
1762298376523927,813.75,-805,385,
1762298376528610,1067.5,-481.25,437.5,
1762298376532115,901.25,-700,227.5,
1762298376535104,831.25,-568.75,262.5,
1762298376539502,621.25,-437.5,288.75,
1762298376550031,892.5,-647.5,70,
1762298376554296,735,-507.5,78.75,
1762298376558296,437.5,-717.5,105,
1762298376561728,726.25,-577.5,17.5,
1762298376564924,463.75,-840,8.75,
1762298376568185,201.25,-507.5,105,
1762298376571367,-280,-647.5,113.75,
1762298376575419,96.25,-910,-297.5,
1762298376578791,87.5,-1260,-262.5,
1762298376582171,-358.75,-971.25,-227.5,
1762298376586293,-35,-927.5,-210,
1762298376589357,-306.25,-840,-227.5,
1762298376592867,-586.25,-1155,-35,
1762298376596178,-96.25,-1172.5,-280,
1762298376599467,-411.25,-997.5,-105,
1762298376602847,-192.5,-918.75,-140,
1762298376605937,-131.25,-822.5,-166.25,
1762298376610001,43.75,-717.5,-236.25,
1762298376614157,288.75,-682.5,52.5,
1762298376619616,148.75,-621.25,-122.5,
1762298376623768,201.25,-612.5,183.75,
1762298376628621,735,-735,96.25,
1762298376633492,883.75,-507.5,140,
1762298376638262,883.75,-481.25,262.5,
1762298376641948,813.75,-533.75,490,
1762298376646401,840,-271.25,323.75,
1762298376649346,1093.75,-210,700,
1762298376652824,848.75,-323.75,682.5,
1762298376656184,918.75,-183.75,630,
1762298376659903,1286.25,-323.75,787.5,
1762298376664242,1435,-516.25,1015,
1762298376668657,1321.25,-463.75,831.25,
1762298376672744,1198.75,-227.5,787.5,
1762298376676862,1365,-166.25,1076.25,
1762298376681142,1435,-472.5,1120,
1762298376685477,1216.25,-315,1032.5,
1762298376689483,1487.5,-210,761.25,
1762298376694387,1496.25,-332.5,735,
1762298376698492,1443.75,-306.25,656.25,
1762298376703029,1338.75,-297.5,647.5,
1762298376708385,1522.5,-621.25,455,
1762298376713228,1408.75,-385,455,
1762298376717354,1583.75,-367.5,315,
1762298376721502,1277.5,-437.5,481.25,
1762298376725961,1067.5,-726.25,428.75,
1762298376730232,1085,-595,166.25,
1762298376734886,673.75,-761.25,236.25,
1762298376739232,647.5,-813.75,113.75,
1762298376744482,595,-848.75,52.5,
1762298376749006,472.5,-953.75,175,
1762298376753350,288.75,-1128.75,210,
1762298376758077,43.75,-700,175,
1762298376762869,-253.75,-1216.25,-17.5,
1762298376767012,26.25,-1128.75,297.5,
1762298376771744,61.25,-1032.5,8.75,
1762298376775790,113.75,-962.5,61.25,
1762298376779763,52.5,-866.25,122.5,
1762298376783482,35,-945,131.25,
1762298376786459,105,-796.25,201.25,
1762298376790506,78.75,-726.25,-166.25,
1762298376794990,323.75,-595,210,
1762298376799097,621.25,-743.75,-70,
1762298376803229,612.5,-726.25,227.5,
1762298376807348,638.75,-490,253.75,
1762298376811852,647.5,-717.5,516.25,
1762298376816356,848.75,-306.25,367.5,
1762298376820855,577.5,-621.25,481.25,
1762298376825478,1032.5,-428.75,778.75,
1762298376829723,761.25,-420,735,
1762298376833856,1128.75,-638.75,778.75,
1762298376838228,1023.75,-463.75,822.5,
1762298376842478,857.5,-420,1093.75,
1762298376845802,1015,-332.5,962.5,
1762298376849178,1172.5,-70,1295,
1762298376853228,1015,-192.5,1067.5,
1762298376857223,1050,43.75,1190,
1762298376861485,971.25,70,1006.25,
1762298376865868,1373.75,218.75,962.5,
1762298376870115,945,315,498.75,
1762298376874372,1032.5,376.25,927.5,
1762298376879639,1006.25,271.25,743.75,
1762298376885538,630,87.5,647.5,
1762298376891658,498.75,-26.25,376.25,
1762298376897417,140,-140,87.5,
1762298376901867,-96.25,-428.75,61.25,
1762298376905972,-262.5,-385,-315,
1762298376911481,-262.5,-603.75,-148.75,
1762298376916607,0,-472.5,-113.75,
1762298376920970,-323.75,-385,-358.75,
1762298376925558,-105,-612.5,-376.25,
1762298376929990,-376.25,-665,-813.75,
1762298376934350,96.25,-586.25,-665,
1762298376938735,-140,-761.25,-446.25,
1762298376943516,17.5,-735,-577.5,
1762298376947349,490,-857.5,-796.25,
1762298376951723,280,-1163.75,-455,
1762298376956384,630,-1251.25,-411.25,
1762298376961362,883.75,-892.5,-262.5,
1762298376966401,1085,-901.25,-87.5,
1762298376971152,1303.75,-953.75,175,
1762298376975800,1373.75,-1023.75,245,
1762298376980403,2135,-621.25,402.5,
1762298376984604,2003.75,-936.25,472.5,
1762298376988891,2065,-665,726.25,
1762298376994529,2406.25,-927.5,717.5,
1762298376999307,2283.75,-813.75,875,
1762298377003960,2231.25,-1216.25,1006.25,
1762298377008064,2660,-1128.75,665,
1762298377012528,2196.25,-1155,813.75,
1762298377016602,2423.75,-1181.25,840,
1762298377020770,1846.25,-778.75,988.75,
1762298377025604,2047.5,-682.5,813.75,
1762298377030026,1531.25,-752.5,1050,
1762298377033074,1347.5,-621.25,726.25,
1762298377040238,1120,-542.5,1015,
1762298377044481,857.5,-542.5,560,
1762298377048858,498.75,-735,586.25,
1762298377053616,271.25,-726.25,673.75,
1762298377058547,-350,-586.25,533.75,
1762298377063438,-752.5,-665,183.75,
1762298377067472,-805,-507.5,201.25,
1762298377072196,-1128.75,-542.5,-8.75,
1762298377076750,-1583.75,-411.25,105,
1762298377081140,-1373.75,-673.75,218.75,
1762298377084586,-1785,-551.25,-122.5,
1762298377087819,-1933.75,-542.5,-78.75,
1762298377091277,-1968.75,-210,17.5,
1762298377096312,-1566.25,-236.25,-227.5,
1762298377100487,-1863.75,-157.5,-96.25,
1762298377103527,-1907.5,-420,-332.5,
1762298377106952,-1750,-402.5,-148.75,
1762298377111694,-1662.5,-297.5,-87.5,
1762298377116200,-1321.25,-551.25,70,
1762298377120510,-1680,-551.25,-323.75,
1762298377125237,-1207.5,-586.25,-148.75,
1762298377129594,-1172.5,-393.75,96.25,
1762298377132928,-560,-516.25,201.25,
1762298377136276,-131.25,-43.75,271.25,
1762298377139532,218.75,-665,-43.75,
1762298377143651,227.5,-218.75,516.25,
1762298377148857,778.75,-420,542.5,
1762298377153103,1120,-490,621.25,
1762298377157356,1671.25,-271.25,630,
1762298377162601,1828.75,-297.5,778.75,
1762298377167111,2362.5,-245,910,
1762298377171656,2773.75,-192.5,1006.25,
1762298377176232,2808.75,-376.25,1330,
1762298377180863,3246.25,-131.25,1408.75,
1762298377184853,3578.75,-253.75,1408.75,
1762298377188309,3377.5,-271.25,1443.75,
1762298377192187,3718.75,96.25,1522.5,
1762298377195942,3491.25,-131.25,1505,
1762298377199678,3053.75,-271.25,1312.5,
1762298377203400,3167.5,-341.25,1391.25,
1762298377208593,2703.75,-533.75,1330,
1762298377213435,2056.25,-498.75,1041.25,
1762298377217522,1837.5,-603.75,901.25,
1762298377221173,1697.5,-612.5,857.5,
1762298377225273,892.5,-621.25,735,
1762298377229715,647.5,-560,638.75,
1762298377234063,533.75,-647.5,341.25,
1762298377238547,-87.5,-560,-52.5,
1762298377243177,-490,-358.75,-183.75,
1762298377247593,-997.5,-708.75,-183.75,
1762298377251291,-1347.5,-1015,-525,
1762298377255022,-1741.25,-1146.25,-568.75,
1762298377258852,-2108.75,-1128.75,-726.25,
1762298377263562,-2003.75,-892.5,-1093.75,
1762298377268222,-2283.75,-936.25,-1216.25,
1762298377272396,-2196.25,-901.25,-1155,
1762298377276324,-2476.25,-1111.25,-945,
1762298377280802,-2441.25,-1050,-831.25,
1762298377285529,-2432.5,-1295,-1015,
1762298377289414,-1942.5,-1163.75,-901.25,
1762298377294051,-1697.5,-1181.25,-866.25,
1762298377297793,-1233.75,-1408.75,-700,
1762298377301472,-1225,-1321.25,-542.5,
1762298377305146,-866.25,-1198.75,-87.5,
1762298377308758,-586.25,-673.75,-192.5,
1762298377313474,-271.25,-1015,0,
1762298377317422,-175,-883.75,8.75,
1762298377320850,691.25,-840,26.25,
1762298377324746,612.5,-1015,428.75,
1762298377329514,945,-656.25,253.75,
1762298377334338,1487.5,-586.25,560,
1762298377338018,1601.25,-866.25,428.75,
1762298377341660,2065,-638.75,673.75,
1762298377346597,2388.75,-560,945,
1762298377351360,2248.75,-323.75,831.25,
1762298377355172,2651.25,-533.75,796.25,
1762298377359214,2922.5,-533.75,1163.75,
1762298377363410,3088.75,-551.25,971.25,
1762298377367343,2773.75,-446.25,1041.25,
1762298377371632,2817.5,-1058.75,901.25,
1762298377376746,2493.75,-770,1015,
1762298377380560,2257.5,-918.75,927.5,
1762298377384296,2178.75,-1085,708.75,
1762298377388023,1837.5,-1023.75,962.5,
1762298377393001,1715,-997.5,735,
1762298377397762,1303.75,-708.75,603.75,
1762298377401792,1163.75,-778.75,595,
1762298377406147,901.25,-656.25,638.75,
1762298377410474,883.75,-612.5,332.5,
1762298377414045,148.75,-647.5,393.75,
1762298377417649,288.75,-551.25,507.5,
1762298377422060,-612.5,-428.75,297.5,
1762298377426400,-673.75,-227.5,70,
1762298377431368,-735,-367.5,87.5,
1762298377436021,-1216.25,-455,-227.5,
1762298377439767,-1557.5,-376.25,-210,
1762298377444333,-1767.5,-498.75,-420,
1762298377448408,-1645,-630,-411.25,
1762298377452142,-1986.25,-735,-393.75,
1762298377455397,-2108.75,-560,-463.75,
1762298377458839,-2161.25,-630,-743.75,
1762298377462102,-1942.5,-315,-743.75,
1762298377465410,-2082.5,-682.5,-796.25,
1762298377468671,-1513.75,-901.25,-778.75,
1762298377472017,-1855,-586.25,-682.5,
1762298377475853,-1653.75,-595,-857.5,
1762298377480597,-1820,-568.75,-831.25,
1762298377485319,-1198.75,-971.25,-735,
1762298377490063,-761.25,-813.75,-498.75,
1762298377494360,-262.5,-1093.75,-472.5,
1762298377499357,236.25,-813.75,-43.75,
1762298377503042,245,-997.5,70,
1762298377506518,787.5,-1242.5,-87.5,
1762298377510737,1032.5,-630,61.25,
1762298377514843,1653.75,-910,542.5,
1762298377518648,2187.5,-595,717.5,
1762298377522044,2301.25,-813.75,875,
1762298377526327,2397.5,-778.75,778.75,
1762298377530195,3071.25,-1093.75,1050,
1762298377533060,2625,-717.5,971.25,
1762298377536770,3053.75,-910,1286.25,
1762298377539919,3465,-630,1496.25,
1762298377543738,3080,-857.5,1548.75,
1762298377548102,3727.5,-673.75,1312.5,
1762298377552217,3333.75,-525,1513.75,
1762298377556954,3202.5,-245,1522.5,
1762298377561993,3255,-350,1548.75,
1762298377566552,3097.5,-463.75,1610,
1762298377571327,2502.5,-498.75,1487.5,
1762298377575515,2056.25,-866.25,1268.75,
1762298377579766,2117.5,-848.75,1251.25,
1762298377584022,1356.25,-953.75,1146.25,
1762298377588017,901.25,-988.75,883.75,
1762298377592143,551.25,-945,796.25,
1762298377596353,560,-1085,612.5,
1762298377600045,350,-1233.75,481.25,
1762298377603795,271.25,-726.25,586.25,
1762298377607799,-376.25,-1006.25,481.25,
1762298377611979,-288.75,-918.75,245,
1762298377615389,-560,-770,140,
1762298377619041,-761.25,-708.75,183.75,
1762298377627424,-971.25,-883.75,183.75,
1762298377631093,-1233.75,-691.25,105,
1762298377634647,-1093.75,-796.25,-122.5,
1762298377638893,-1391.25,-770,-376.25,
1762298377642881,-1382.5,-743.75,-315,
1762298377646644,-1356.25,-752.5,-385,
1762298377650042,-1662.5,-577.5,-481.25,
1762298377653794,-1181.25,-280,-271.25,
1762298377657415,-1408.75,-700,-533.75,
1762298377661644,-997.5,-840,-376.25,
1762298377664905,-988.75,-603.75,-78.75,
1762298377668678,-883.75,-481.25,-376.25,
1762298377672748,-1155,-192.5,87.5,
1762298377677850,-857.5,-245,-131.25,
1762298377682089,-603.75,-420,-70,
1762298377687225,-577.5,-131.25,-26.25,
1762298377691753,-735,-700,-148.75,
1762298377696473,-402.5,-673.75,-210,
1762298377701233,-122.5,-761.25,-78.75,
1762298377706103,26.25,-831.25,-122.5,
1762298377711328,490,-840,0,
1762298377716031,805,-647.5,-26.25,
1762298377720723,1225,-726.25,26.25,
1762298377724730,1478.75,-245,227.5,
1762298377728961,1785,-288.75,350,
1762298377732976,1977.5,-350,253.75,
1762298377736993,2520,-288.75,428.75,
1762298377741227,2852.5,-315,542.5,
1762298377746111,2546.25,-621.25,560,
1762298377750848,2625,-490,210,
1762298377754388,2826.25,-813.75,490,
1762298377757786,3132.5,-612.5,691.25,
1762298377762445,2905,-630,1085,
1762298377766420,3001.25,-691.25,918.75,
1762298377769762,2590,-752.5,988.75,
1762298377773625,3123.75,-735,988.75,
1762298377778167,2563.75,-708.75,752.5,
1762298377782778,2870,-227.5,892.5,
1762298377786037,2397.5,-376.25,901.25,
1762298377789451,2161.25,-481.25,551.25,
1762298377793086,1820,-367.5,612.5,
1762298377796339,1653.75,-726.25,551.25,
1762298377799762,1505,-560,280,
1762298377802887,1338.75,-498.75,78.75,
1762298377806212,1023.75,-857.5,-70,
1762298377810964,560,-437.5,-420,
1762298377815272,288.75,-980,-306.25,
1762298377819872,218.75,-918.75,-463.75,
1762298377824588,113.75,-1006.25,-551.25,
1762298377829107,-236.25,-953.75,-490,
1762298377833749,-280,-1111.25,-341.25,
1762298377838098,-297.5,-1146.25,-393.75,
1762298377842966,-455,-1373.75,-498.75,
1762298377847088,-393.75,-1207.5,-446.25,
1762298377851593,-682.5,-1102.5,-157.5,
1762298377855840,-323.75,-883.75,-201.25,
1762298377861453,-297.5,-761.25,253.75,
1762298377864846,-183.75,-953.75,-166.25,
1762298377868226,-17.5,-778.75,236.25,
1762298377871538,-227.5,-673.75,87.5,
1762298377875533,-358.75,-472.5,245,
1762298377878757,-446.25,-437.5,455,
1762298377882849,26.25,-385,551.25,
1762298377885570,87.5,-157.5,455,
1762298377888851,332.5,-105,717.5,
1762298377892257,113.75,-157.5,813.75,
1762298377895660,253.75,-78.75,472.5,
1762298377898881,43.75,96.25,437.5,
1762298377902758,26.25,78.75,560,
1762298377913843,253.75,-175,323.75,
1762298377917512,227.5,-175,656.25,
1762298377920762,245,-8.75,603.75,
1762298377924094,253.75,-332.5,708.75,
1762298377928016,201.25,-236.25,735,
1762298377931560,297.5,-350,542.5,
1762298377935145,455,-271.25,420,
1762298377938358,385,-358.75,507.5,
1762298377942089,315,-472.5,525,
1762298377946012,726.25,-665,507.5,
1762298377949520,385,-848.75,271.25,
1762298377953265,883.75,-673.75,323.75,
1762298377956823,866.25,-980,525,
1762298377960520,813.75,-1015,288.75,
1762298377963863,1277.5,-708.75,428.75,
1762298377967275,1023.75,-988.75,245,
1762298377971015,883.75,-796.25,236.25,
1762298377975074,1058.75,-831.25,297.5,
1762298377980363,770,-420,332.5,
1762298377984406,953.75,-481.25,533.75,
1762298377988828,717.5,-525,577.5,
1762298377992989,980,-376.25,428.75,
1762298377997583,726.25,-735,402.5,
1762298378001583,647.5,-630,332.5,
1762298378005696,210,-770,568.75,
1762298378009831,472.5,-402.5,533.75,
1762298378014164,428.75,-656.25,595,
1762298378018204,411.25,-717.5,717.5,
1762298378022580,376.25,-420,595,
